"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Townhouse","Private room","Clean , Charming and convenient location.","Loredana","Harlem","t","New York",40.80819,-73.94729,2,1,1,110,3,100,"flexible"
"Apartment","Entire home/apt","A Quiet One Bedroom on the UWS","Melissa","Manhattan","t","New York",40.78902,-73.97949,2,1,1,250,8,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Home","Itamar","Brooklyn","t","Brooklyn",40.67649,-73.97113,3,1,1,160,1,100,"flexible"
"Apartment","Entire home/apt","Sunny Apartment in Brooklyn Heights","Kate","Brooklyn","t","Brooklyn",40.69016,-73.99311,2,1,1,149,17,100,"moderate"
"Apartment","Private room","Spare Bedroom in 2br Bushwick Apt.","Ryan","Bushwick","t","Brooklyn",40.70117,-73.9291,2,1,1,120,5,100,"moderate"
"Apartment","Private room","Quiet, Spacious Bedroom in Chinatown/LES","Nancy","Lower East Side","t","New York",40.71214,-73.98914,2,1,1,120,7,100,"moderate"
"Apartment","Entire home/apt","Sunny 2BR in townhouse on cutest E Vill block","James","Manhattan","t","New York",40.73111,-73.98675,3,1,2,250,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Cute and Comfy Bedroom","Meghan","Bedford-Stuyvesant","t","Brooklyn",40.68719,-73.95298,2,1,1,60,2,100,"moderate"
"Condominium","Entire home/apt","Midcentury Minimalist 1BR in Prime Williamsburg","Lianne","Brooklyn","t","Brooklyn",40.71576,-73.96084,3,1,1,225,5,100,"moderate"
"Apartment","Entire home/apt","Sunny Brooklyn Two Bedroom","William","Boerum Hill","t","Brooklyn",40.68795,-73.99158,3,1,2,124,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Nicki and Tim's place","Nicki","Brooklyn","t","Brooklyn",40.64707,-73.96278,2,1,1,85,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","PlayLand Beach House","Philip","The Rockaways","t","Queens",40.5844,-73.81723,6,2,3,224,17,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Bedroom, 10 Minutes to Lower Manhattan","David","Williamsburg","t","Brooklyn",40.70717,-73.94949,1,1,3,60,5,100,"flexible"
"Apartment","Entire home/apt","Beautiful Greenpoint Apartment W/ Outdoor space","Nick","Brooklyn","t","Brooklyn",40.72812,-73.95619,4,1,2,225,9,100,"moderate"
"Apartment","Private room","Homely Private Room with Queen Sized Bed","Narmeen","Brooklyn","t","New York",40.67594,-73.9261,2,1,1,55,1,100,"moderate"
"Apartment","Entire home/apt","Williamsburg Modern Two-Floor 1 bedroom 1.5 baths","Leidy","Williamsburg","t","Williamsburg, Brooklyn",40.71617,-73.95283,3,1,1,250,3,100,"moderate"
"Apartment","Private room","Sunny beautiful large bedroom in Williamsburg","Luis","Williamsburg","t","Brooklyn",40.71635,-73.94238,2,1,1,80,9,100,"moderate"
"Apartment","Entire home/apt","Bright and Comfortable Chic Chelsea 1-bedroom!","Zack","Chelsea","t","New York",40.73996,-73.99987,2,1,1,200,4,100,"moderate"
"House","Entire home/apt","Immaculate and Sweet Carroll Gardens 1 Bedroom","Sylvia","Carroll Gardens","t","Brooklyn",40.67777,-73.99893,4,1,1,160,101,100,"moderate"
"Apartment","Private room","Big & Sunny Brooklyn Room | TV/AC/Private Bath","Colin","Bushwick","t","Brooklyn",40.6883,-73.91383,2,1,1,65,5,100,"flexible"
"Apartment","Entire home/apt","Luxury studio in the heart of Manhattan","Marina","Midtown","t","New York",40.75958,-73.99393,2,1,0,170,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Cyn","Cyn","Brooklyn","t","Brooklyn",40.6785,-73.91478,4,1,1,75,1,100,"flexible"
"Apartment","Private room","Bright & Airy Private Room in the Heart of Harlem","Moraa","Manhattan","t","New York",40.80112,-73.95232,1,1,1,69,3,100,"strict_14_with_grace_period"
"House","Private room","Lovely room with livingroom in Maspeth, Queens","Zsofia","Queens","t","Queens",40.72081,-73.90561,3,1,1,36,14,100,"strict_14_with_grace_period"
"Apartment","Private room","Soho Downtown - Large Sunny Private Room!","Louise","Manhattan","t","New York",40.72635,-74.00298,1,1,1,94,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Heart of Chelsea Private room in a serviced 2BD","Tala","Manhattan","t","New York",40.7417,-74.00229,1,1,1,100,1,100,"moderate"
"Apartment","Private room","Lovely Room for A Real, Cozy Brooklyn Experience","Joe","Flatbush","t","Brooklyn",40.63609,-73.96687,2,1,1,69,1,100,"flexible"
"Apartment","Private room","Bright, Spacious Room in Historical Neighborhood","Charlotte And Mary","Hamilton Heights","t","New York",40.82186,-73.94624,1,1,1,80,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny & Quaint NYC Loft in Chelsea/Meatpacking","Audrey","West Village","t","New York",40.74012,-74.00364,3,1,0,190,1,100,"moderate"
"Apartment","Private room","Private, Cozy, & Conveniently located Chelsea Room","Serena","Chelsea","t","New York",40.7476,-73.99348,2,1,1,130,21,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Bright Quiet Airy Tribeca Loft","Victoria","Tribeca","t","New York",40.72403,-74.00858,4,2,2,200,8,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious and airy room in prime South Williamsburg","Andrea","Williamsburg","t","Brooklyn",40.70928,-73.9659,2,1,1,68,4,100,"flexible"
"Apartment","Entire home/apt","Newly renovated studio in Prime Manhattan location","Melissa","Manhattan","t","New York",40.74444,-74.00068,1,1,0,175,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Clean Cozy Close Comfortable","Ebin","Harlem","t","New York",40.81611,-73.94419,1,1,1,36,11,100,"flexible"
"Apartment","Entire home/apt","Comfortable and cozy sunlit home","Sarah","Brooklyn","t","Brooklyn",40.69215,-73.96692,3,1,1,126,7,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Room in the center of Park Slope","Yuichi","Park Slope","t","Brooklyn",40.66854,-73.98419,1,1,1,40,4,100,"moderate"
"Apartment","Entire home/apt","Bright, Spacious Penthouse Near Park","Miles","Manhattan","t","New York",40.7789,-73.98527,4,2,2,250,5,100,"flexible"
"Apartment","Entire home/apt","Roof Deck Apartment in Trendy Part of Brooklyn","Louisa","Clinton Hill","t","Brooklyn",40.68689,-73.95982,3,1,2,210,14,100,"strict_14_with_grace_period"
"Apartment","Private room","Comfy in Queens","Laura","Astoria","t","Astoria",40.76248,-73.91686,1,1,1,60,1,100,"flexible"
"Apartment","Private room","Spacious Harlem Hideaway","Cardelle","Hamilton Heights","t","New York",40.82582,-73.94876,1,1,1,65,6,100,"flexible"
"Apartment","Private room","Charming Brooklyn Room Minutes From Manhattan","Ronnie","Brooklyn","t","Brooklyn",40.68115,-73.98876,2,1,1,75,5,100,"flexible"
"Loft","Entire home/apt","Chic apartment with large deck - best of Brooklyn","Shmuel","Brooklyn","t","Brooklyn",40.68546,-73.97933,2,2,1,200,13,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Brand new One bedroom APT in brooklyn","Lin","Brooklyn","t","Brooklyn",40.63955,-73.9807,1,1,1,80,1,100,"flexible"
"Apartment","Shared room","Rainbow Guesthouse 1-6","Igor","Brooklyn","t","Brooklyn",40.61249,-73.96018,6,2,1,32,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","East Williamsburg Studio","Yoon","Williamsburg","t","Brooklyn",40.71204,-73.93535,2,1,1,70,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Quiet Spot in Vibrant NYC Neighborhood","Yiska","Harlem","t","New York",40.80291,-73.95832,2,1,1,68,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Modern luxury apartment on 42nd Street","John","Hell's Kitchen","t","New York",40.76236,-73.99827,2,1,0,175,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Great room in spacious apt. right by the C","Alec","Brooklyn","t","Brooklyn",40.68511,-73.96775,1,1,1,49,2,100,"moderate"
"Apartment","Entire home/apt","Comfortable, modern apartment in a fun area","Megan","Brooklyn","t","Brooklyn",40.71722,-73.95406,2,1,1,200,9,100,"flexible"
"Apartment","Entire home/apt","Ground floor Apartment","Jeffrey","Bedford-Stuyvesant","t","Brooklyn",40.68199,-73.93665,2,1,2,95,2,100,"flexible"
"Apartment","Entire home/apt","Entire Apartment near Central Park","Ricky","Manhattan","t","New York",40.78242,-73.9547,4,1,1,160,7,100,"moderate"
"Apartment","Private room","Upper west side - One Bedroom + Bike","Jeffrey","Upper West Side","t","New York",40.8023,-73.96688,2,1,1,101,2,100,"flexible"
"Apartment","Entire home/apt","Charming apartment (sleeps 2-4) in UES Manhattan","Leah","Manhattan","t","New York",40.78271,-73.9454,4,1,1,110,2,100,"moderate"
"Apartment","Private room","Time Square NYC Location","Carmine","Hell's Kitchen","t","New York",40.76232,-73.99285,1,1,1,110,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Modern And Sleek NYC Apt, Steps From Union Square!","Jennifer","Manhattan","t","New York",40.73505,-73.9841,2,1,1,245,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Modern Studio on the Upper East Side","Hayley","Upper East Side","t","New York",40.77744,-73.95476,2,1,0,117,8,100,"moderate"
"Apartment","Private room","Cute, sunny room in NYC!","Meredith","Washington Heights","t","New York",40.85029,-73.93602,2,1,1,42,3,100,"moderate"
"Apartment","Private room","One-bedroom, two-bathroom apartment in Brooklyn.","Nicholas","Crown Heights","t","Brooklyn",40.67466,-73.95163,2,2,1,50,1,100,"flexible"
"Apartment","Private room","Sunny Bushwick Bungalow","Kyle","Bushwick","t","Brooklyn",40.69915,-73.93743,2,1,1,52,4,100,"moderate"
"Apartment","Private room","Sunny room in historic Bedstuy, Brooklyn","Miguel","Brooklyn","t","Brooklyn",40.68533,-73.94231,2,1.5,1,60,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny 1BR - Trendiest location in NYC","Ro-E","Manhattan","t","New York",40.71346,-73.99158,3,1,1,180,1,100,"moderate"
"Apartment","Entire home/apt","Charming One Bedroom in South Harlem","Madalyn","Manhattan","t","New York",40.80416,-73.95704,2,1,1,102,23,100,"flexible"
"Loft","Entire home/apt","Sunny 2BR Brooklyn Loft","Samuel","Bushwick","t","Brooklyn",40.70766,-73.92169,5,1,2,175,10,100,"moderate"
"Apartment","Entire home/apt","Sweet one bedroom apartment in Cobble Hill","Renee","Cobble Hill","t","Brooklyn",40.68698,-73.99864,4,1,1,152,3,100,"flexible"
"Apartment","Private room","Peaceful Private Studio Floor in Williamsburg Apt","Tutti","Brooklyn","t","Brooklyn",40.71322,-73.94022,2,1,1,60,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful modern Brooklyn apartment with balcony!","Jess","Crown Heights","t","Brooklyn",40.67637,-73.95755,4,1,1,125,1,100,"strict_14_with_grace_period"
"Apartment","Private room","1 Bedroom in Beautiful Prospect Heights Apt.","Caroline","Prospect Heights","t","Brooklyn",40.67797,-73.96783,2,1,1,60,1,100,"flexible"
"Apartment","Private room","New + modern E Williamsburg apt *right* off subway","Parsa","Brooklyn","t","Brooklyn",40.71365,-73.93889,2,1,1,57,1,100,"flexible"
"Townhouse","Entire home/apt","Historic Modernism in Harlem's Sugar Hill","Michael","Manhattan","t","New York",40.82559,-73.94501,4,1,2,250,1,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","1.5 Bed Condo in heart of Williamsburg","Russ","Brooklyn","t","Brooklyn",40.71441,-73.94527,2,1,1,140,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Lower East Dream Room!","Kat","Manhattan","t","New York",40.72467,-73.98922,1,1,1,100,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Huge 1 bedroom apartment on Broadway!","Igor","Manhattan","t","New York",40.83499,-73.94528,1,1,1,59,1,100,"flexible"
"House","Private room","Pleasant Room in Lovely Home, quick ride to NYC","Karen","Brooklyn","t","Brooklyn",40.6542,-74.00159,2,1,1,75,9,100,"moderate"
"Resort","Private room","1 bedroom presidential wyndham NYC","Gharet","Midtown East","t","New York",40.75315,-73.97175,4,1,1,100,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","2nd Street Sanctuary","Stephen","Manhattan","t","New York",40.72345,-73.98407,3,1,1,175,7,100,"flexible"
"Apartment","Private room","Spacious private room in Williamsburg","Esperanza","Williamsburg","t","Brooklyn",40.71262,-73.94156,2,1.5,2,70,2,100,"flexible"
"Apartment","Private room","Lovely and cozy apartment in Williamsburg","Giulia","Brooklyn","t","Brooklyn",40.70948,-73.94814,2,1,1,90,3,100,"moderate"
"Apartment","Entire home/apt","Sunny, modern Clinton Hill Apartment","David","Brooklyn","t","Brooklyn",40.68562,-73.95624,2,1,1,100,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious and clean bedroom in Washington Heights","Marie","Manhattan","t","New York",40.8352,-73.94045,2,1,1,50,3,100,"flexible"
"Apartment","Private room","Spacious Sunny Living Room in Prime Brooklyn","Eileen","Brooklyn","t","Brooklyn",40.68386,-73.9627,3,1,0,40,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Clean, Cute Williamsburg Apt, Steps from train!","Erin","Brooklyn","t","Brooklyn",40.70618,-73.9534,3,1,2,198,4,100,"moderate"
"House","Private room","Peaceful Private Attic Bedroom, Living Room & Bath","Julia","City Island","t","Bronx",40.83914,-73.78158,2,1,1,80,16,100,"moderate"
"Condominium","Entire home/apt","Prime Wburg, spacious and sunny","Zaid","Williamsburg","t","Brooklyn",40.7134,-73.944,2,1,0,116,6,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Kew Gardens, New York","Umberto","Richmond Hill","t","Queens",40.70847,-73.82961,4,1,1,150,4,100,"moderate"
"Apartment","Entire home/apt","Cute & Cosy in West Village","Luke","West Village","t","New York",40.73673,-74.00836,2,1,1,150,3,100,"moderate"
"Apartment","Entire home/apt","Big 3 Bedroom Garden Level Apartment Near Subway","Sasha","Concourse","t","Bronx",40.83507,-73.9104,6,1,3,67,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Mundo's World","Raymundo","Bushwick","t","Brooklyn",40.6995,-73.92089,2,1,1,60,2,100,"flexible"
"Apartment","Entire home/apt","Bright mid-century brownstone apt","Coline","Bedford-Stuyvesant","t","Brooklyn",40.69262,-73.95014,2,1,1,120,10,100,"moderate"
"Apartment","Private room","Cozy and bright room in Morningside Heights","Claudia","Harlem","t","New York",40.81254,-73.96025,1,1,1,48,1,100,"flexible"
"Apartment","Private room","Cozy & Quiet Private UES Room","Kesaun","Manhattan","t","New York",40.7822,-73.95101,2,1,1,55,7,100,"moderate"
"Apartment","Entire home/apt","Spacious & Light 2 Bedroom Apartment","Josie","Crown Heights","t","Brooklyn",40.66714,-73.93365,4,1,2,87,2,100,"flexible"
"Apartment","Private room","Cozy Room in Heart of SoHo near NYU, WSP, Subway","Anh","Greenwich Village","t","New York",40.72918,-73.99889,2,1,1,100,1,100,"flexible"
"Condominium","Entire home/apt","Luxury Williamsburg duplex, private roof terrace","Helen","Williamsburg","t","Brooklyn",40.71466,-73.94448,3,1,1,250,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Chic East Village 1 bed apt","Michael","Manhattan","t","New York",40.72592,-73.98862,4,1,1,175,3,100,"moderate"
"Apartment","Entire home/apt","Cool Studio in Brooklyn","Max","Bedford-Stuyvesant","t","Brooklyn",40.69341,-73.94789,2,1,0,120,4,100,"flexible"
"Townhouse","Private room","great area in East Williamsburg","Nate","Brooklyn","t","Brooklyn",40.69425,-73.93325,1,1,1,35,1,100,"flexible"
"Apartment","Entire home/apt","Artist Loft in Prime trendy East Williamsburg!","Luisa","Brooklyn","t","Brooklyn",40.70208,-73.93258,2,1,0,140,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","2 bedroom located ( Little Italy )","Jeniffer","Manhattan","t","New York",40.71793,-73.998,4,1,2,145,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Home away from home.","Peggy","Midwood","t","Brooklyn",40.62468,-73.94532,2,1,1,46,8,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Entire Historic Brownstone Apartment-Outdoor Space","Christopher","Bedford-Stuyvesant","t","Brooklyn",40.68198,-73.94086,4,1.5,1,160,164,100,"flexible"
"Apartment","Entire home/apt","Apartment for One Person Midtown, Doorman Building","Aishling","Manhattan","t","New York",40.76602,-73.98323,1,1,0,105,7,100,"moderate"
"Apartment","Private room","Comfortable PRIVATE ROOM in a great location","Husain","Upper West Side","t","New York",40.79982,-73.96411,2,1,1,89,1,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Classic Artist Loft","Josh","Brooklyn","t","Brooklyn",40.68626,-74.00141,3,1,1,149,11,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny, Spacious Brooklyn Room & Private Backyard","Marino","Williamsburg","t","Brooklyn",40.71015,-73.955,1,1,1,60,1,100,"flexible"
"Apartment","Private room","Room in a Manhattan apt  SunnyPatioNx-Cetral Park","Juan Carlos","Upper West Side","t","New York",40.77832,-73.9763,2,1,1,68,2,100,"moderate"
"Loft","Private room","Lovely loft with waterfront view","Alain","Williamsburg","t","Brooklyn",40.71797,-73.96628,2,2,4,140,5,100,"moderate"
"Apartment","Entire home/apt","Heart of Bushwick","Bree","Brooklyn","t","Brooklyn",40.70338,-73.91879,2,1,1,50,4,100,"flexible"
"Apartment","Entire home/apt","Bright kid-friendly apartment near the Navy Yard.","Chris","Brooklyn","t","Brooklyn",40.69653,-73.97439,4,1,3,136,2,100,"flexible"
"Apartment","Entire home/apt","Studio In Little Italy","Jeniffer","Little Italy","t","New York",40.7199,-73.99696,2,1,0,125,3,100,"strict_14_with_grace_period"
"Loft","Private room","Room in artist loft with waterfront view","Alain","Williamsburg","t","Brooklyn",40.71634,-73.96469,2,2,1,110,5,100,"flexible"
"Townhouse","Private room","Beautiful single bedrm in 19th century townhouse","Raquel","Crown Heights","t","Brooklyn",40.67694,-73.94309,1,1,1,32,2,100,"flexible"
"Apartment","Private room","Brooklyn Base Camp","Ashleigh","Brooklyn","t","Brooklyn",40.67513,-73.95714,2,1,1,55,13,100,"flexible"
"Apartment","Private room","Sunny & Cozy Room in Top Floor Apt with Terrace","Aleksandar","Astoria","t","Queens",40.75705,-73.91459,2,1,1,150,4,100,"moderate"
"Apartment","Private room","Private Room with 2 Beds in Hamilton Heights","Drew","Hamilton Heights","t","New York",40.82952,-73.95064,3,1,1,75,3,100,"moderate"
"House","Private room","Room for one at Stella's place","Stella","The Bronx","t","The Bronx",40.8515,-73.86129,1,1.5,1,29,74,100,"flexible"
"Apartment","Entire home/apt","Rustic 1 Bedroom with Exposed Brick","Katy","Manhattan","t","New York",40.75685,-73.96388,3,1,1,210,4,100,"flexible"
"Apartment","Entire home/apt","LES 1 Bedroom. Cozy, Sunny, Modular","Laura","Manhattan","t","New York",40.71692,-73.98321,2,1,1,90,1,100,"flexible"
"Apartment","Entire home/apt","Midwest Oasis in Kings County","Wes","Bedford-Stuyvesant","t","Brooklyn",40.68336,-73.93578,2,1,1,80,3,100,"flexible"
"Apartment","Private room","Large, bright bdr in a luxury bdg in Mid East","Esther","Midtown","t","New York",40.75734,-73.96429,1,1,1,82,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Home Away from Home","Zam","Brooklyn","t","Brooklyn",40.68266,-73.94321,1,1,0,100,3,100,"flexible"
"Apartment","Private room","East Village Gem","Sarah","East Village","t","New York",40.72775,-73.98253,1,1,1,65,1,100,"flexible"
"House","Private room","Cozy spacious room in LIC with backyard and bath","Shen","Astoria","t","Queens",40.76024,-73.94091,2,2,1,61,1,100,"flexible"
"Apartment","Private room","Cozy centrally located room in the East village","Mercy","Manhattan","t","New York",40.72962,-73.98449,2,1,1,150,6,100,"moderate"
"Apartment","Entire home/apt","Sunny and Spacious Apartment in Astoria","Catherine","Astoria","t","Queens",40.7701,-73.9297,3,1,1,120,2,100,"flexible"
"Apartment","Entire home/apt","* Light & Bright Central Park West Brownstone","Nick & Sam","Upper West Side","t","New York",40.77409,-73.97853,2,1,1,795,8,100,"strict_14_with_grace_period"
"Other","Private room","Kew gardens","Darshan","Queens","t","New York",40.71395,-73.83186,1,1,1,45,2,100,"flexible"
"Apartment","Private room","Cozy Room in Upper-East Side Tower","Mark","Manhattan","t","New York",40.7811,-73.95003,2,1.5,1,69,3,100,"flexible"
"Apartment","Private room","Charming, comfy and happy room!","Eva","Brooklyn","t","Brooklyn",40.65814,-73.98495,1,1,1,65,51,100,"moderate"
"Apartment","Entire home/apt","Beautiful large 2 bed apartment near Columbia U","Gabriel","Morningside Heights","t","New York",40.807,-73.96452,6,1,2,220,6,100,"strict_14_with_grace_period"
"Apartment","Private room","Dream bedroom in the heart of downtown Manhattan","Bess","Manhattan","t","New York",40.71479,-73.99971,2,1,1,88,1,100,"moderate"
"Apartment","Entire home/apt","Mid Century Modern Penthouse","Julien","Williamsburg","t","Brooklyn",40.7188,-73.94283,5,1,2,250,11,100,"moderate"
"Apartment","Entire home/apt","Hip flat in the heart of Astoria","Emily","Astoria","t","Queens",40.77133,-73.92119,3,1,1,120,15,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Bright, airy loft in Bushwick's street art scene","Brittany","Bushwick","t","Brooklyn",40.70543,-73.92306,3,1,1,165,12,100,"moderate"
"Apartment","Private room","Personal Room/Bathroom with Large Shared Living","Michael","Manhattan","t","New York",40.79957,-73.96989,1,1,1,72,4,100,"flexible"
"House","Entire home/apt","BIG-3 BDRM house, 1hr to Manhattan, near beach","Yulia","Great Kills","t","Staten Island",40.55182,-74.14439,7,2.5,3,150,1,100,"moderate"
"House","Entire home/apt","New house in Rockaway Beach, NYC!","Anna","The Rockaways","t","Queens",40.59425,-73.79506,4,1,2,150,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Studio Close to Broadway and Times Square","Jose","Hell's Kitchen","t","New York",40.76242,-73.99482,2,1,0,135,3,100,"moderate"
"Apartment","Entire home/apt","Quiet 1BR in Ft Greene! Close to Ft Greene park","Sophia","Fort Greene","t","Brooklyn",40.68841,-73.97283,2,1,1,110,5,100,"flexible"
"Apartment","Entire home/apt","Cozy, Quiet Convenient in Prime Soho","Lindsey","Manhattan","t","New York",40.72427,-73.99387,2,1,1,200,13,100,"moderate"
"Apartment","Entire home/apt","Huge Pre-War 1BD By Central Park","Steven","Manhattan","t","New York",40.77841,-73.97968,3,1,1,175,2,100,"flexible"
"Apartment","Private room","Quiet light-filled bedroom in the heart of Astoria","Sara","Queens","t","New York",40.77614,-73.91324,2,1,1,75,2,100,"flexible"
"Apartment","Entire home/apt","Entire PVT 3BR townhouse apt, Brooklyn.❤️❤️❤️❤️❤️","Suzy","Brooklyn","t","Brooklyn",40.68133,-73.90947,6,1,3,150,7,100,"flexible"
"Apartment","Entire home/apt","Family brownstone with backyard.","Peter","Clinton Hill","t","Brooklyn",40.68828,-73.96215,5,2,3,450,5,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Cozy Modern Studio in Chelsea","Ken","Manhattan","t","New York",40.73895,-73.9997,2,1,0,170,2,100,"moderate"
"Apartment","Private room","Cute Bedroom Available in Heart of Williamsburg","Lacey","Williamsburg","t","Brooklyn",40.71987,-73.96141,1,1.5,1,55,4,100,"flexible"
"Apartment","Entire home/apt","Spacious and Bright","Eva","Manhattan","t","New York",40.77692,-73.95127,2,1,1,225,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny Guest Room with Private Balcony","Laura","Brooklyn","t","Brooklyn",40.66426,-73.95773,3,1,1,60,9,100,"moderate"
"Townhouse","Entire home/apt","Spacious and Modern Dream Townhouse","Tasha","Brooklyn","t","Brooklyn",40.71687,-73.95012,6,3.5,3,300,11,100,"strict_14_with_grace_period"
"Apartment","Private room","Great clean comfy room Times Square","Rebecca","Manhattan","t","New York",40.7641,-73.99139,1,1,1,120,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Great apt with outdoor space!","Mattias","Williamsburg","t","Brooklyn",40.71703,-73.94298,4,1,2,150,1,100,"moderate"
"Apartment","Private room","Private room with a private backyard","Jaafar","Bedford-Stuyvesant","t","Brooklyn",40.69562,-73.95107,1,1,1,47,5,100,"flexible"
"Townhouse","Entire home/apt","Modern Mid-Century Townhouse in Williamsburg!","Jaime","Williamsburg","t","Brooklyn",40.71352,-73.96148,12,4.5,4,800,29,100,"moderate"
"Apartment","Private room","Comfy room close to everything!","Jaafar","Bedford-Stuyvesant","t","Brooklyn",40.69444,-73.95116,1,1,1,60,2,100,"flexible"
"Apartment","Private room","Serene queen sized bedroom","Meghan","Bedford-Stuyvesant","t","Brooklyn",40.68855,-73.95137,2,1,1,70,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny 1br across from the park","Daniel","Harlem","t","New York",40.80711,-73.95826,2,1,1,114,1,100,"moderate"
"Apartment","Private room","Relaxing, White Room in Upper Manhattan w/ rooftop","Hannah","Manhattan","t","New York",40.83082,-73.94677,2,1,1,65,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy comfortable studio perfect for exploring!","Tamara","Brooklyn","t","Brooklyn",40.6765,-73.98205,2,1,0,100,4,100,"flexible"
"Apartment","Entire home/apt","East Village Studio","Italo","East Village","t","New York",40.72548,-73.97614,1,1,0,65,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious & Light Room - Very Close to Subway","Josie","Crown Heights","t","Brooklyn",40.66872,-73.93451,2,1,1,60,6,100,"moderate"
"Apartment","Private room","Tranquil bedroom in classic Bed-Stuy brownstone","Diego & Mike","Brooklyn","t","Brooklyn",40.68161,-73.95237,2,1,1,120,4,100,"moderate"
"Apartment","Entire home/apt","Vanderbilt  · Quaint Art-Filled Brooklyn Apartment","Jen","Brooklyn","t","Brooklyn",40.69575,-73.96966,2,1,1,99,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Insane Manhattan Views, Top Williamsburg Location","Yusuf","Williamsburg","t","Brooklyn",40.72106,-73.95974,3,1,1,269,1,100,"flexible"
"Apartment","Entire home/apt","Large studio in modern building by Penn Station","Pablo","Manhattan","t","New York",40.75206,-73.99346,3,1,1,220,17,100,"strict_14_with_grace_period"
"Apartment","Private room","Huge place in a center of the dream City!","Ben","Kips Bay","t","New York",40.73891,-73.98295,2,1,1,139,1,100,"flexible"
"Apartment","Private room","Spacious Home In South Brooklyn","Cassia","Brooklyn","t","Brooklyn",40.68181,-74.00462,2,1.5,1,63,67,100,"flexible"
"Apartment","Private room","Heart of the East Village,Bright Room Excursion","Stacy","East Village","t","New York",40.72982,-73.98371,1,1,1,56,4,100,"flexible"
"Apartment","Private room","Convenient New Apt.- Bargain Price","Joshua","Astoria","t","Queens",40.75461,-73.91903,1,1,1,30,4,100,"flexible"
"Apartment","Private room","Spacious room with private bathroom in Manhattan","Muneeza","Washington Heights","t","New York",40.8459,-73.94219,2,1,1,60,1,100,"flexible"
"House","Entire home/apt","The City Farmhouse A&B **MONTHLY RENTALS**","Angele","Astoria","t","Queens",40.75818,-73.91398,8,2.5,4,600,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Artistic Bedstuy Apartment","Rachel","Bedford-Stuyvesant","t","Brooklyn",40.68653,-73.9438,2,1,1,85,2,100,"moderate"
"Apartment","Entire home/apt","Quintessential Soho Loft","Tobias","Manhattan","t","New York",40.72171,-74.00396,4,1,2,250,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy room in a happy apartment","Junghwee Bella","Queens","t","Woodside",40.74273,-73.90458,1,1,1,35,2,100,"flexible"
