"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Apartment","Private room","Stay like a local in Willamsburg/Greenpoint - NYC","Tolga","Greenpoint","t","Brooklyn",40.72767,-73.95084,2,1,1,80,19,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Prime Upper West Side Duplex","S","Manhattan","t","New York",40.78304,-73.97309,5,1.5,2,250,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Greenpoint private room w/back yard, dishwasher","Stephanie","Brooklyn","t","Brooklyn",40.73547,-73.95495,1,1,1,55,4,100,"moderate"
"Apartment","Private room","Cosy bedroom in Upper West Side","Vincent","Manhattan","t","New York",40.79787,-73.96802,2,1,1,60,4,100,"flexible"
"Apartment","Private room","Queen w/Private Bath, steps from Central Park !","Maddy","Harlem","t","New York",40.79971,-73.95175,2,1,1,70,3,100,"moderate"
"Apartment","Entire home/apt","Your Cozy Home in Astoria","Paco","Queens","t","Queens",40.76255,-73.92347,3,1,0,106,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy bedroom in a spacious apartment.","Caleb","Manhattan","t","New York",40.84545,-73.94172,2,1,1,50,1,100,"flexible"
"Apartment","Entire home/apt","The Belvedere - A Luxury One Bedroom with Loft","Rick","Williamsburg","t","Brooklyn",40.71121,-73.95079,3,1,1,175,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny Greenwich Village 1 br in best location!","Delia","West Village","t","New York",40.73453,-74.00238,3,1,1,250,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Bright Apartment Nestled in Hamilton Heights","Brooks","Harlem","t","New York",40.82239,-73.95437,4,1,1,115,5,100,"flexible"
"Apartment","Private room","Rooming has never been better. Room #2","Laura","Brooklyn","t","Brooklyn",40.67966,-73.9283,1,1,1,45,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Lg Columbus Cir, King Bed, Full Bath, Central Park","Michael","Midtown","t","New York",40.76773,-73.98342,3,1,1,250,20,100,"moderate"
"Apartment","Entire home/apt","Upper East Duplex with private garden","Frank","Upper East Side","t","New York",40.77531,-73.95165,4,1,2,151,2,100,"flexible"
"Apartment","Entire home/apt","Lovely and Modern Greenpoint Apartment","Roya","Brooklyn","t","Brooklyn",40.72917,-73.95589,4,1,1,160,3,100,"moderate"
"Apartment","Private room","Modern and Beautiful room in Williamsburg Brooklyn","Pablo","Williamsburg","t","Brooklyn",40.70682,-73.94594,2,1,1,90,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Huge BK Heights room, walk to Brooklyn Bridge","William","Brooklyn","t","Brooklyn",40.69093,-73.9929,2,1,1,98,9,100,"moderate"
"Apartment","Entire home/apt","Super suite to stay in New York","Maria Ines","Williamsburg","t","Brooklyn",40.71358,-73.96421,2,1,1,160,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy East Village Studio Apartment","Jessica","Manhattan","t","New York",40.72547,-73.98315,3,1,0,150,2,100,"flexible"
"Apartment","Entire home/apt","Hello, Brooklyn.","Jonathan","Brooklyn","t","Brooklyn",40.68796,-73.98783,4,1,2,174,5,100,"moderate"
"Apartment","Private room","Lower East Side Private room.","Rik","Lower East Side","t","New York",40.72103,-73.98434,1,1,1,194,2,100,"flexible"
"Apartment","Entire home/apt","1.5 bedroom in Williamsburg","Christine","Brooklyn","t","Brooklyn",40.711,-73.95827,3,1,2,185,1,100,"flexible"
"Condominium","Private room","Modern Luxury Brooklyn Private Bedroom w/ Deck!","Ralph","Clinton Hill","t","Brooklyn",40.68153,-73.9605,2,1,1,149,5,100,"moderate"
"Apartment","Private room","East Village, Private Room","Kyle","Alphabet City","t","New York",40.72132,-73.98068,2,1,1,83,1,100,"flexible"
"Apartment","Entire home/apt","Sunny 1 BR with Amazing Views","Mazdak","Crown Heights","t","Brooklyn",40.67502,-73.95732,2,1,1,100,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Private bedroom in Upper East Side apt w/ balcony!","Christina","Upper East Side","t","New York",40.77439,-73.95489,1,1,1,85,2,100,"flexible"
"Condominium","Private room","Waterfront Condo with private bedroom and bathroom","Alison","Brooklyn","t","Brooklyn",40.72992,-73.96,2,1,1,200,12,100,"moderate"
"Other","Private room","Bushwick, Spacious Private Room with Balcony","Merrill","Brooklyn","t","Brooklyn",40.69543,-73.92324,2,1,1,75,4,100,"flexible"
"Loft","Entire home/apt","Spacious Designer Loft in South Williamsburg","Linda","Brooklyn","t","Brooklyn",40.70789,-73.96755,2,1,0,180,12,100,"moderate"
"Townhouse","Private room","Quiet&Comfy Private Room near F/G train","Qingming","Kensington","t","Brooklyn",40.64179,-73.97941,1,1,1,36,17,100,"moderate"
"Apartment","Entire home/apt","Entire Apartment  Park Slope","René","Park Slope","t","Brooklyn",40.6628,-73.98349,2,1,1,111,1,100,"flexible"
"Apartment","Private room","Sunny Room in Williamsburg- One Block from L Train","Jake","Williamsburg","t","Brooklyn",40.71122,-73.94347,2,1,1,53,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Private room in Williamsburg with patio","Alyssa","Williamsburg","t","Brooklyn",40.71462,-73.96263,10,2,1,57,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Calm Brownstone Charm in Clinton Hill","Johanna","Brooklyn","t","Brooklyn",40.68541,-73.96188,2,1,1,114,34,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny and spacious Brooklyn loft","Will","Bedford-Stuyvesant","t","Brooklyn",40.6916,-73.94538,4,1,2,130,9,100,"flexible"
"House","Private room","LARGE PRIVATE ROOM CLOSE TO MANHATTAN","Shuly","Queens","t","Queens",40.77281,-73.90295,2,2,1,60,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy Soho apartment.","Jay","Manhattan","t","New York",40.72733,-73.9958,1,1,1,150,1,100,"flexible"
"Apartment","Entire home/apt","Quaint, Cozy apartment in Queens","Kirk","Queens","t","Queens",40.69748,-73.90127,3,1,1,125,5,100,"flexible"
"Apartment","Private room","Subway-adjacent, spacious bedroom w private deck","Chelsea","Bedford-Stuyvesant","t","Brooklyn",40.67865,-73.94231,2,1,1,75,4,100,"flexible"
"Apartment","Private room","*FEMALES ONLY* BEAUTIFUL ROOM in downtown NYC!","Michela","Manhattan","t","New York",40.71611,-73.99405,1,1,1,80,8,100,"moderate"
"Apartment","Private room","Brownstone apartment in Bed-Stuy","Tim","Bedford-Stuyvesant","t","New York",40.68953,-73.93187,2,1,1,49,1,100,"flexible"
"Apartment","Private room","Back to the 90s Bedroom","Alex","Brooklyn","t","Brooklyn",40.68566,-73.92552,2,1.5,1,48,2,100,"flexible"
"Apartment","Entire home/apt","SUNNY + MODERN NEW 1 BEDROOM APARTMENT IN BEDSTUY","Shawn","Bedford-Stuyvesant","t","Brooklyn",40.6918,-73.95151,2,1,1,200,2,100,"strict_14_with_grace_period"
"Apartment","Shared room","Sofa bed in bright & beautiful apt (with rooftop)","Hannah","Manhattan","t","New York",40.82992,-73.94563,1,1,1,40,5,100,"flexible"
"Apartment","Entire home/apt","Charming 1 bed in ❤️ of Greenwich Village.","Brooke","Manhattan","t","New York",40.72894,-74.00018,4,1,1,174,4,100,"flexible"
"Apartment","Entire home/apt","Great studio on Restaurant Row in Harlem","Moya","Harlem","t","New York",40.8055,-73.95478,2,1,1,125,8,100,"moderate"
"Apartment","Entire home/apt","Charming 1BR in Lively Bed-Stuy neighborhood","Yomi","Bedford-Stuyvesant","t","Brooklyn",40.68251,-73.94102,4,1,1,175,18,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Apartment in Washington Heigths","Mariarosa","Manhattan","t","New York",40.85148,-73.9301,4,1,1,175,2,100,"flexible"
"Apartment","Private room","Private Bedroom Living Room w/Exposed Brick","Dominique","East Village","t","New York",40.7263,-73.98432,2,1,1,120,2,100,"flexible"
"Apartment","Private room","Lovely Room in a Large Williamsburg Apartment","Lindsay","Brooklyn","t","Brooklyn",40.71823,-73.94093,2,1,1,48,3,100,"flexible"
"Apartment","Entire home/apt","Spacious 1-bed Apt. Quiet w/garden.Family friendly","Vegard","Brooklyn","t","Brooklyn",40.6718,-73.94549,4,1,1,180,19,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Room in Sunny Apartment - Laundry in unit","Fiona","Brooklyn","t","Brooklyn",40.68361,-73.93883,2,2,1,76,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Your Own Flat in Historic Bed-Stuy District","Jaweer","Bedford-Stuyvesant","t","Brooklyn",40.68462,-73.93724,2,1,1,74,1,100,"flexible"
"Apartment","Private room","Our Astoria Apartment - (Long Term Rental)","Michael","Astoria","t","Queens",40.76304,-73.90785,1,1,1,40,11,100,"flexible"
"Apartment","Entire home/apt","Minimal Light-filled Home Near Prospect Park","Tina","Brooklyn","t","Brooklyn",40.65457,-73.97512,2,1,1,145,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Sun Drenched Master Bedroom in Brooklyn Apartment","Josh","Brooklyn","t","Brooklyn",40.68265,-73.97754,2,1,1,120,5,100,"flexible"
"Apartment","Entire home/apt","Doorman Building With Amazing City Views","Jen","Manhattan","t","New York",40.81409,-73.94098,3,0,0,175,12,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Elegant Studio Apt in Prospect Heights","Miguel","Prospect Heights","t","Brooklyn",40.67935,-73.9723,2,1,0,115,7,100,"flexible"
"Condominium","Entire home/apt","Large Studio in Forest Hills","Renee","Forest Hills","t","Queens",40.7281,-73.84886,2,1,0,100,18,100,"flexible"
"House","Private room","Cozy Room in a Friendly House CLOSE TO SUBWAY","Lise","Woodhaven","t","Queens",40.69621,-73.8502,2,2,1,49,8,100,"flexible"
"Apartment","Private room","CHARMING OLD WORLD FLAT - WEST VILLAGE NEAR SOHO","Juliana","Manhattan","t","New York",40.73145,-74.00184,2,1,2,114,10,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy Room in Bushwick.","Kennedy","Bushwick","t","Brooklyn",40.69813,-73.91991,1,2,1,35,1,100,"flexible"
"House","Entire home/apt","Cozi property near Ocean","Alex","Brooklyn","t","Brooklyn",40.58102,-73.95782,4,1,1,99,2,100,"strict_14_with_grace_period"
"House","Entire home/apt","Near Manhattan, with ping pong!","Mj","Spuyten Duyvil","t","Bronx",40.88215,-73.91222,4,1,1,141,3,100,"flexible"
"Condominium","Entire home/apt","Best Brooklyn location- Luxury apartment","Chen","Boerum Hill","t","Brooklyn",40.68824,-73.98794,3,1,1,180,1,100,"flexible"
"Apartment","Private room","Williamsburg Bedroom in a Beautiful  Home","Ashley","Brooklyn","t","Brooklyn",40.71706,-73.94091,1,1,1,60,5,100,"moderate"
"Apartment","Entire home/apt","Green Oasis 15 min from Downtown Manhattan!","Nik","Brooklyn","t","Brooklyn",40.71244,-73.94384,3,1,1,114,2,100,"moderate"
"Apartment","Private room","Modern, natural light + in the best location","Natalija","Brooklyn","t","Brooklyn",40.71253,-73.96123,2,1,1,150,1,100,"flexible"
"Apartment","Entire home/apt","Extra Large 1 Bedroom Park Slope / Prospect Park","Amar","Windsor Terrace","t","Brooklyn",40.66163,-73.98265,3,1,1,159,5,100,"strict_14_with_grace_period"
"House","Private room","Quaint room in Park Slope with awesome deck","Gabriella","Brooklyn","t","Brooklyn",40.67781,-73.98083,1,1,1,70,7,100,"flexible"
"Apartment","Entire home/apt","Bright W.burg 2 bedroom with Giant Private Garden","Zoe","Williamsburg","t","Brooklyn",40.71459,-73.94485,5,1,2,199,26,100,"moderate"
"Loft","Entire home/apt","Amazing loft 1200 sqft in the best of Williamsburg","Gilles","Williamsburg","t","Brooklyn",40.71967,-73.96001,4,1,1,195,10,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Harlem Heavenly Apartment","Vered","Harlem","t","New York",40.80672,-73.94648,5,1,3,200,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy and Light Filled East Village Apartment","Carmel","Manhattan","t","New York",40.73166,-73.98299,2,1,1,87,6,100,"moderate"
"Apartment","Private room","Large Room in Park Slope, near Atlantic Barclays!","Sami","Park Slope","t","Brooklyn",40.67925,-73.97896,1,1,1,60,9,100,"flexible"
"House","Entire home/apt","Two Bedroom Pied A Terre","Jj","Brooklyn","t","Brooklyn",40.68939,-73.96474,4,1,2,295,6,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Spacious 2-bedroom townhouse apt in Clinton Hill","Daniel","Brooklyn","t","Brooklyn",40.68451,-73.96052,6,2,2,225,43,100,"strict_14_with_grace_period"
"House","Entire home/apt","Oversized Studio Flat","Jj","Brooklyn","t","Brooklyn",40.69072,-73.96539,2,1,0,165,6,100,"strict_14_with_grace_period"
"Apartment","Private room","Great Location to Explore NYC","Pearl","Manhattan","t","New York",40.77751,-73.95575,1,1,1,65,10,100,"strict_14_with_grace_period"
"Apartment","Private room","Well-Located Private Bedroom in Williamsburg","Devon","Brooklyn","t","Brooklyn",40.71469,-73.93971,1,1,1,80,2,100,"flexible"
"Apartment","Private room","MOST CENTRAL LOCATION","Lara","Manhattan","t","New York",40.76888,-73.98639,1,1,1,134,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Best Space near Manhattan!","Lu","Roosevelt Island","t","New York",40.76846,-73.94461,2,1,1,150,1,100,"moderate"
"Condominium","Entire home/apt","Sunny One Bedroom in Historic Fort Greene","Chris","Fort Greene","t","Brooklyn",40.6931,-73.9723,5,1,1,250,6,100,"moderate"
"Apartment","Entire home/apt","LUXURY MURRAY HILL EAST 34TH STREET~1BR","Ruchi","Murray Hill","t","New York",40.7488,-73.97844,3,1,1,225,1,100,"super_strict_60"
"Apartment","Private room","Homey Bedroom in a great neighborhood!","Hollis","Manhattan","t","New York",40.82881,-73.94566,1,1,1,40,6,100,"flexible"
"Apartment","Private room","Private Bedroom and Bath","Melinda","Queens","t","Queens",40.77618,-73.91741,2,1,1,75,38,100,"moderate"
"Apartment","Private room","Sun-filled Bed-Stuy Apt with Master Bedroom!","Claire","Bedford-Stuyvesant","t","Brooklyn",40.69321,-73.94207,1,1,1,80,6,100,"flexible"
"Apartment","Entire home/apt","THE ARTIST’S ALCOVE. Best location, great view.","Dean","Manhattan","t","New York",40.70824,-74.01862,4,1,1,135,12,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Great studio in Chelsea at a fantastic location","Vela","Manhattan","t","New York",40.75058,-73.99582,2,1,0,160,5,100,"moderate"
"Apartment","Private room","3 blocks from Subway express! Clean & Cozy","Kyle","Brooklyn","t","Brooklyn",40.67071,-73.95381,1,1,1,70,10,100,"moderate"
"Apartment","Private room","One private room in a brand new 2BR Penthouse!","Andrey","Upper West Side","t","New York",40.78628,-73.97482,2,1,1,250,7,100,"strict_14_with_grace_period"
"Apartment","Private room","Small room nearby C-train station (female only)","Sachie","Clinton Hill","t","Brooklyn",40.68428,-73.96526,1,1,1,35,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Brownstone Apartment in Carroll Gardens","Premshree","Carroll Gardens","t","Brooklyn",40.68343,-73.99821,2,1,1,116,1,100,"moderate"
"Condominium","Entire home/apt","Light, spacious apartment in trendy neighborhood","Kathy","Brooklyn","t","Brooklyn",40.67467,-73.9469,4,1,1,90,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Clean, Comfortable, Sunny Room 5 Min from LGA","Lisa","Astoria","t","Queens",40.77429,-73.92123,2,1,1,90,11,100,"flexible"
"Apartment","Private room","Harlem Room With A View","Vigil","Harlem","t","New York",40.80752,-73.94994,1,1,1,65,11,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Perfect Chanukah apartment for the whole crew!","Alexandra","Crown Heights","t","Brooklyn",40.6696,-73.94253,6,2,3,400,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny Private Bedroom in Washington Heights","Michael","Manhattan","t","New York",40.83784,-73.94081,2,1,1,75,2,100,"flexible"
"Apartment","Entire home/apt","Entire Home / Apt in Williamsburg + Rooftop","Kevin","Williamsburg","t","Brooklyn",40.71195,-73.95872,2,1,0,125,54,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Positive Vibes, Bushwick Living - Entire Apartment","Laurel","Brooklyn","t","Brooklyn",40.69883,-73.91583,4,1,2,115,1,100,"moderate"
"Apartment","Shared room","Shared room of your dreams on Manhattan III","Max","Chinatown","t","New York",40.7123,-73.99025,1,1.5,1,45,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Amazing room in spacious 2BR apt in Greenpoint!","Guanchen","Brooklyn","t","Brooklyn",40.72109,-73.94679,2,1,1,70,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Rent a room with amazing Hudson view","Corina E.","Manhattan","t","New York",40.77746,-73.98901,2,1,1,110,10,100,"strict_14_with_grace_period"
"Townhouse","Entire home/apt","Charming, newly renovated Victorian townhouse apt","Ari And Irin","Ridgewood","t","Queens",40.7087,-73.90897,4,1.5,2,175,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Quiet apartment next to subway. 15 min to midtown","Alexis","Manhattan","t","New York",40.82154,-73.94554,2,1,1,110,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Clotilde's House. Studio apt in Manhattan, Harlem.","Franklin","Hamilton Heights","t","New York",40.8235,-73.94619,2,1,0,100,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","SWEET Lower East Side Apartment :)","Mike","Lower East Side","t","New York",40.71509,-73.98992,2,1,0,126,4,100,"flexible"
"Apartment","Private room","Private Entrance Room in Brooklyn w/ Queen Bed","Ellen","Brooklyn","t","Brooklyn",40.6897,-73.91512,4,1,1,60,1,100,"flexible"
"Apartment","Entire home/apt","Modern One-Bedroom Apartment - Recently Renovated","Danielle","Harlem","t","New York",40.81042,-73.94717,2,1,1,120,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Small Studio in Manhattan! East Village!","Rafael","Manhattan","t","New York",40.72982,-73.98593,3,1,1,140,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Charming and very Sunny Apartment","Lu&Ben","Brooklyn","t","Brooklyn",40.67541,-73.96061,3,1,1,70,2,100,"moderate"
"Apartment","Entire home/apt","XLarge & Serene Clinton Hill 2 bdr Loft","Magali","Bedford-Stuyvesant","t","Brooklyn",40.68634,-73.95709,5,1,2,194,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Waterfront Zen Oasis","Golan","Queens","t","Queens",40.76761,-73.93567,2,1,1,185,9,100,"moderate"
